,r2,mae,mape,rmse,val r2,val mae,val mape,val rmse,use_log
Nepal,0.9876117708129486,0.8729550581747554,0.01767980757035979,0.9775344663983385,0.6636752203336609,0.6486049134358367,0.00987566173533189,0.7087655474855773,False
Nauru,0.0014989058083990647,1.1026988646211617,0.018348285526473787,1.2175718727336087,-1,1.5004618451080716,0.02569308605535659,1.6527849569813016,False
New Zealand,0.9481390759718203,0.5723479127449626,0.0077209467791342625,0.6809929268131886,-0.3043823937099377,0.7986555573806626,0.009962168449249187,0.8102244206160594,False
Oman,0.8973468479242045,0.060663244280044604,0.014953736313671794,0.07292966464396933,-1,0.11752193172001464,0.027222697014426016,0.1226207006612284,True
Pakistan,0.8595308890649291,0.02924283654306767,0.007311952068617302,0.03442013974100625,-1,0.028815034145162687,0.0069365095301144415,0.02986129183199099,True
Panama,0.9609625899452525,0.010270250021748105,0.002433487558532553,0.012102015124590401,-0.5868308762060466,0.00702300773559168,0.0016202672489563793,0.009045945603554512,True
Peru,0.9551711640340035,0.011757637247025157,0.0029067506825254936,0.024414441782819752,-1,0.013508700896568637,0.00314468907039961,0.016512654833344017,True
Philippines,0.9393602720942091,0.7873487185607657,0.012307718873130629,0.8719384571103017,-0.5081968550914915,0.35538688628864323,0.005061136919605061,0.4107292473589107,False
Papua New Guinea,0.8872116404957778,0.026344607130136376,0.006565019747391547,0.03097715467992554,-1,0.04393827127145196,0.010630310306214268,0.044927958730971385,True
Poland,0.8579291820689585,0.6352952735416472,0.008880768567753317,0.7549320058181741,-1,1.0991842002897854,0.01455336916555831,1.143880108882434,False
Puerto Rico,0.9697377360860499,0.3459962361004375,0.004690574773371235,0.4134666025328795,0.07073173071181982,0.46847937445876653,0.0060436844770497935,0.4713017858386753,False
"Korea, Dem. People's Rep.",0.40949365195618725,3.365364523231934,0.05308921733507569,3.9623475737921248,0.1834529551070634,1.1951570558332931,0.018757341415286132,2.451554954738629,False
Portugal,0.9732224518338466,0.008597546098963595,0.002015730226922396,0.010421058991293074,0.06517273762767017,0.0104732826522417,0.002401336721296266,0.011395204414453358,True
Paraguay,0.991155197809115,0.0040480013683997056,0.0009639104516128322,0.004735117481050347,0.545558001795912,0.006304114531083727,0.0014784593371327188,0.0064371096847144985,True
West Bank and Gaza,0.9335384781068211,0.00423573091838894,0.0009968356717489936,0.005236328195779404,0.946681915306778,0.0019201560401777228,0.00044934456218516486,0.002424649805036959,True
French Polynesia,0.9745596103024812,0.013963975040785732,0.003281907238481165,0.016245103289178688,-1,0.02278569304440765,0.005192489859867362,0.026099879838241538,True
Qatar,0.9001522720134523,0.020102017890352025,0.004751142872020991,0.023288906120767967,-1,0.02582453919713217,0.005947325319769875,0.025900386461200287,True
Romania,0.7581860990396558,0.009484008800192519,0.0022391119491486366,0.011898722706956277,0.03354159001232537,0.01038556659864156,0.0024186794155648833,0.013638020865515747,True
Russian Federation,0.11122801600028576,0.8873488184236648,0.013195683868914189,1.1871790738002785,-0.15858808034796956,1.5655513332167559,0.023220087139322578,1.7556131122374596,False
Rwanda,0.001911198532891456,0.09583422863184701,0.027653566986003287,0.20032292076690628,-1,0.20709433467199684,0.050665190904781034,0.21752980239333797,True
Saudi Arabia,0.9365927347014242,0.03483166816137539,0.008450337098083162,0.03925425052068345,-1,0.060886058873094305,0.014098220669253186,0.06390767548283106,True
Sudan,0.31799427915473166,0.06876617475733847,0.017673201322764828,0.08859336291118199,-1,0.07255647343858804,0.017644853680988032,0.0775681401839332,True
Senegal,0.9435323461221594,0.03368843918818109,0.008606461058914208,0.03753363695545912,0.1980828255278636,0.032144767511027086,0.007802635210400895,0.03264446026597371,True
Singapore,0.9930661449577519,0.0037589006833520277,0.0008781541190987631,0.0049979875991286666,0.9487523530442045,0.0025329227127002694,0.0005778242984489452,0.002850744302635071,True
Solomon Islands,0.8625084367088518,0.03302290051192976,0.008081876836918708,0.03895997368584063,-1,0.05153635466416997,0.012202858453030312,0.05333399205921525,True
Sierra Leone,0.8350157504593223,1.3948009697470083,0.03262252275602572,1.7126655994914353,0.16090873501251346,1.9507891475753425,0.0374026558897277,2.5268179858479454,False
El Salvador,0.8683769453465363,0.03476312117912022,0.008661937517784693,0.04859977104832904,-1,0.01400039721825248,0.003283724647939927,0.016932892403596595,True
Somalia,0.07488817481118559,0.054013434984562805,0.015013270163141374,0.12100805740663248,-1,0.038584026754050885,0.009818414556760201,0.03929909021556945,True
Serbia,0.9560995821050737,0.006472060204638131,0.0015318056263476504,0.008297753689895031,0.9332991076699595,0.002586729347958805,0.0006021821377663461,0.002681938859199411,True
South Sudan,0.15274564056595896,0.18985445623261385,0.057166099909661115,0.2603178562115308,-1,0.27679530459454715,0.06994288310503706,0.27764624053054865,True
Sao Tome and Principe,0.7122035302878345,0.04393387309122448,0.010991215837317197,0.053591830876528516,-1,0.03302862537773832,0.007932022817057427,0.033701881027636355,True
Suriname,0.9723532378553886,0.3271962706868028,0.0051436426418570965,0.48079365896570037,0.5535304170518028,0.940898885546558,0.013799886843906867,1.067983617902655,False
